,text,label_s,label_f,label_h
1752,okbhai mere pass bahot sare questions hai,1,1,0
1753,dear friend ek kaam karte hain   baje hi baat karte hain,1,1,0
1754,ok chahe jb ap bolo,1,0,0
1755,hame to  ki whit hai,1,1,0
1756,sallu bhai meri bhoot fan,1,0,0
1757,really kahi mai koi khwab to nhi dekh rhi dear salman p,1,1,0
1758,salman khan sir  tha na,1,1,0
1759,salman bhai plzzz pakistan ap zrur ay bht acha swagat ho ga ap ka plzzzzz bhaiiii,0,0,0
1760,hiiii sallu bhai kaise hbhaijaanapne to kamal kr diya bollywood industry mei ,0,1,0
1761,per hum kaisy aap sai bat kar sakty hain plz tell me plzzzzzzzzzzzzz,1,1,0
1762,luvvv u luvvv u luvvv u,0,0,0
1763,salman bhai still waiting  baj gaye hai,1,1,0
1764,i cant wait plze cmon mve fast bhaijaan,1,1,0
1765,raat k  bje b kr lenge ap aao to sahi,1,1,0
1766,asslamalaikum salaman bhai,1,1,0
1767,aap ki baat hum sab ke sath     d,1,0,0
1768,hy sir kese ho aap ,1,1,0
1769,sir aap lucknow kab aarahe ho,1,1,0
1770,ye kya bat hue sir abhi bat kro plz,1,1,0
1771,assalamwaelkum bhia jaan hm v h ap k chahane wale,0,0,0
1772,ek baar commitment kardi pm phir kisiki nhi sunnte  ,1,1,0
1773,luv u bhai jaan,0,0,0
1774,tm ho koun asaduddin owaisi sahab ne tmhri aukat dikha di abhi b tmko samjh nhi aaya,0,0,0
1775,kya salman bhaimene job se uti lekar aaya apse baat krne ko ab aap  baje milege,1,1,0
1776,kya bhai sb kaam nipta kr aya tha ap se bt krne  ko or ab ap  pm chlo koi nhi ab  bjne ka wait krte h  ,1,0,0
1777,kamal karte ho bajrangi bhaiya itna intzar   ,1,1,0
1778,bhai apse ek sawal aapne aaj tk apki ek bhi movie me apka real name kyu nii rakhe,1,1,0
1779,hum to  vje se w main hai,1,1,0
1780,kamal karte ho salman ji,1,1,0
1781,im so excited salman bhai,1,1,0
1782,#aaj #sabhi #superhits filmdekhane chale #bbthiseid #superdupar film,1,0,0
1783,bhai sidhi baat kewal mere saath,1,0,0
1784,aap ye btaie ki aap lucknow kyu nhi ate hai,1,1,0
1785,abhi kro na bajrngi bhaijan ,1,0,0
1786,#  baje ge aaaj party abhi bakiwow,1,1,0
1787,bhaijaan kaha ho,1,1,0
1788,oo bhikarikya bola tha tu muje muslaman ki zarurat ni nai abe sale tere jaiso ki musalmano ko zarurt nai hai,0,1,0
1789,mohammad anish bhai owasi always wroung yaar aur muslman aur hindu both ek hi hai sab ramjaan mai ram aata hai diwali mai ali,0,1,0
1790,wali qum haslambhai  ramjaan mubarak bajrangi bhaijan,1,1,0
1791,help me bhai plzz help me,1,0,0
1792,bas aapko milne ki khwaish hai inshallah agar zindagi rahi to allah wo bhi puri krdega inshallah,1,1,0
1793,aap ke whtasup no de do uspe bat karengai,1,1,0
1794,apse life m ek bar mulakat ho jaytoo life m aana safal ho jaygaa,1,1,0
1795,aik confusion dur krna bt kr k agr hu sake tw,1,0,0
1796,ok bhai mai aap se bat karunga bahut important bat hai,1,0,0
1797,kaha kaisy m karna chati ho aapsy bohot sara baat,1,1,0
1798,aj ki paty bhai ki tarafse,1,0,0
1799,baba ham to lagta he bs intzar ki krte reh jayenge,1,1,0
1800,main aap ka bohut bade fan hu aap to sab ka help karta hai mera bhi  help kardena bhai plz bhai mujhse baat karna i miss u bhai,1,0,0
1801,apko pta nhi hh m apko kitna psn krte hu,1,1,0
1802,bhai pe plz koi rong cmnt na kare,1,1,0
1803,ek din m apne ganv se cycle chalake milne aa raha tha aapse abhi m julwania mein hoon sir ,1,0,0
1804,bhai kaam se fariq ho jau to bta dena pahle aap,1,1,0
1805,agr time mile to mujhse bhi bat kar kena,1,0,0
1806,salman ji apka favorite gana konsa hai bajrangi bhaijan film ka,1,1,0
1807,abe kutte tere se kon baat karega,0,1,0
1808,sallu jaan   jumma mubarak,1,0,0
1809,kya bat kare aap se bhai sahb aap ne to apna wajod hi badal dia fir bhi thanks for massage,0,0,0
1810,ab sabr kab tak kare intezaar ki bhi hadd ho gyi,1,0,0
1811,ahhhhhh mujhe milna hai tumse pls sona ek bar mil lete hai na mujhe tumhe aise apne samne dekhna hai tumse bat karna hai        ,1,1,0
1812,bhai aapke baare mein koi kuch bhi kahe hame kuch farak nahi padta aap hamare bhai ho allah aap ki movie ko super kare jumma mubarak bhai khuda hafiz,0,1,0
1813,saloo bhai plz pak ajao m india nhi aa sakhta d,1,0,0
1814,man ki bat ya dill ki bat,1,1,0
1815,jarut karenge awashya karenge aapke fan jo hai,1,1,0
1816,jaldi aao na yr salluuuuuuu hum log apka kabse wai wait kr rahe h,1,1,0
1817,mile jab the hum tum yaad hai yaa bhul gye,1,1,0
1818,tic toc tic tocyaar ye time kyu nahi ja raha,1,0,0
1819,sir kase pata chalega aap online ho aap se baat kase karunga,1,1,0
1820, th like  ,1,0,0
1821,kbhi kbhi mere dil me tum bhi aate ho,1,1,0
1822,ap se sirf ek swal krunga bhi jaan,1,1,0
1823,kya bhai aaj ki shaam salman bhai ke fans ke naam,1,0,0
1824,kya  bola tha,1,0,0
1825,hiiiii  kya yeh dream hai,1,1,0
1826,aaja sham hone aayi,1,1,0
1827,app ke intjar meinluv u bhai,0,1,0
1828,koi kitana bhi virodh kare hum movie dekhengebecause hame pata hai ki salman sir sab dharmo ko manate hai support karte hai aur koi galat kam nahi kar saktelove u salman sir,0,0,0
1829,aapse baat hogi dil nhi manta,1,0,0
1830,bhaijan im big fan of urbhaija m aapko follow krta hu or aapk jaise acha work krne ki kosis krta hu,0,0,0
1831,salman bhai aapne roza rakha he ke nahi ramza ka,1,1,0
1832, pm toh ho gaya abhi taak  ,1,1,0
1833,aslam alekum jumma mubarak ho sallu darling,1,1,0
1834,hai bhai jaanapp hi ho humlogo ja bajrangi bhaijaan,1,0,0
1835,bhai jaan jai bajrangbali apki movie jarur blockbuster hogi,0,0,0
1836,sir i love u sir wait karenge ganapati baba ki jai bajarangibhai jan ki jai,0,1,0
1837,bhai apki film ka whatsapp pr kuch mesg a rhe hai kya ye meg sahi hai,1,1,0
1838,bhai pata nhi apku ye msg mile ya na mile par kuch dino se apka dimag kharab hogaya h lagta ap ab do nao me sawaar hone ki koshish karrahe h behter yahi hoga k shahrukh  aamir k jese ek imaan pe raho allah hafiz,1,0,0
1839,sb bolte h mai apka bht bda fan hun lkn apki fan nhn apki ac hun plz jzt responce like cmnt kch v ek br mra naam h bol do bs wai kaafi h,1,0,0
1840,i wish meri ye wish puri ho jaye,1,1,0
1841,bhai jaan salam lekum aapke pass time hai,1,1,0
1842,ok main aap ki intzar karugi bas aap sache salman khan hai toh itna jarur batana aap kaisa hai  aapko dekhne ko dil chahta hai ,1,0,0
1843,mai  year phle mumbai aaya tha bhut kosis ki but aap ko dekh na saka,1,1,0
1844,kaise ho aap papa sorry hum sogaye the abhi uthe h thodi der kardi na hum ne but koi baat nahi abhi baat karte hum dono haa,1,1,0
1845,agar aap mere comments ka reply krenge to me isi se samjh jauga ke mere comments ke reply me aapne pure pakistan ko apna pyar salam or dua dedi,1,0,0
1846,ap ko pakistan si kch behja tha pata nhe ap ko mila ha ya nhe,1,0,0
1847,meri ma apko bhot yaad karti he bhai,0,0,0
1848,aisa sahi me hoga kya,1,1,0
1849,bhai aapko sabke comment mile honge par mai ye aapse kahna chahta hu ki aap eid par mere ghar aaao or sewainya kha lo or ek bahut jaruri baat aapko batana h mujhe aapke reply ka wait rahega,1,1,0
1850, p kyon nhu,1,0,0
1851,bhai apko jumma mubarak or mai phele nahi jata apki movie dekhne ab jaunga kyuki ap fb pr bate karoge humse,1,1,0
1852,mery chanda jaldi kr,1,0,0
1853,time math chage karo bhai,1,0,0
1854,ihet salman tum is bar floap ho ha ha hamare city me nahi chalegi,0,1,0
1855,ye bhavu aapan bolu,1,1,0
1856,kamal kartey hoojab bhai ayenge tou awaaz tou hougi hiiwaiting for the wright time,1,0,0
1857,you are great bhaijaanlove u bhai love u bhai love u bhailove u bhai love u bhai love u bhai love u bhai love u bhai v e r y much,0,0,0
1858,allah aapko khush rakhe or aap yun hi blockbuster films dete rahen or logo ko entertain krte rahen ham sab ki naik khwaishat or duaen aapke saaath hain,0,1,0
1859,plzzz ya zaror bata do bs yahi k ap ko jo ma snd karti hun apko milta ha ya nhe plzzz ya bata do,1,1,0
1860,kaise muge bhi apse baat krni h ,1,1,0
1861,bhai just ek baar hi bol do,1,1,0
1862,oh ho kab bajega pm,1,0,0
1863,bhai aap kha baat krogge,1,0,0
1864, to baj gaye,1,0,0
1865, mnt aur wait krlo frnd,1,1,0
1866,bhut pyar krte hai hum aapsebs aur kuch nhi,1,1,0
1867,tu musalman nhi to name bi chng krle apna santi lal rakhle,1,1,0
1868,sir plz mujhe app apna bodygurd banalo plz sir,1,1,0
1869,kya aap human being ko hmesha support kroge ,1,0,0
1870,han sallu bhaiye abhijeet ke lagaobakwas pel ra tha usdinkese dost bna rkhe ha jo apse melnikhateu r a philanthropist and he is misanthropist,1,0,0
1871,ohho sacchi #salman_sir bhale aap baat kare ya na kare bas  baar #chhattishgadiya_sable_badiya bol de i_love_u ek aap bas acche lgte mujhe,0,1,0
1872,tu galat baat hai,1,1,0
1873,aap log salman khan sir k liye kya kar sakte ho,1,1,0
1874,ap hi sach boldo ye sab photo wagaire sahi hai ki nhi,1,1,0
1875,m sorry bhai pm me mjhe thoda kam h rat ko diner pe bat karte h,1,1,0
1876,salman khan se live baat  mujhy lg raha hai ky khuwab hi hai mera itnay bary star or hmsy baat wah,1,1,0
1877,bhaijaaaannnnn ab tuuuuu aajjjaa,1,1,0
1878,reaally kia ye hosaktha hai salman khan,1,1,0
1879,sach ka samna roza he ke nahi ye batao,1,1,0
1880,bhai tumse muje ek baar milna hai lve u bhai jaan,0,1,0
1881,kaha pe baat kroge bhai ye toh bata do,1,1,0
1882,bhai aapse baat karne ko kitna wait kiya hai plsbhai pls talk to me i need ur helppls main aapse ek baar baat karna chahti hun pls talk to mebhai pps help me pls,1,1,0
1883,aaj ki party #bhai ki taraf se,1,1,0
1884,sabhi bandra aao mere ghar par sabse milunga main,1,0,0
1885,bht bht taklifda kam ha,1,1,0
1886,salman bhai  i lovee uuu tumharee liyeee jan bvi dee dengeee,0,1,0
1887,hello kya main mr salman khan se baat kar sakta hoon,1,1,0
1888,bar bar time mat badal na barna lg apko vul jange,1,1,0
1889,oh salman bhai,1,1,0
1890,help me hlp me plzz bhai,1,0,0
1891,bahi main ne ap sy boht zarori bat karni hai  beingsalmankhan,1,1,0
1892,bhai ne ek barr commitment kar di to wo fir kisiki nahi sunte,1,0,0
1893,o really  maja ayega  kab  baje ga,1,0,0
1894,abe chirkut logo thoda hawa to aane do itna bheed lga k rkha h chalo baccha log sb shanti se baith jao koi shor nhi machayega bhai aap ek ek krke sb se milo,1,0,0
1895, baje meri college mein class hai bhai jaaan  ,1,1,0
1896,itna intazaar o  ,1,0,0
1897,lv u bhai mere salman bhai,0,1,0
1898,ek time mein sb sy kaisy krain gy baat,1,1,0
1899,bhai jaldi karo na,1,0,0
1900,kon kareaga rea terea sath bt tujhsea acha dog sea bt kr lu,1,0,0
1901,bhai fahara khan ko me hu na ki khani ki jrurat he or vo mere pas he,1,1,0
1902,swagat nahi karoge humahra,1,0,0
1903,ami tomar sathe kotha bolte chai bhaijaan,1,1,0
1904,muje aap bhout aache lagkte hai bachpan se dekti aa rai hu or marte dam tak dekungi i am a big fan    rm nepal,0,1,0
1905,ek baat bta deta hu aap sabko plz ijjat se baat krna sb log,1,1,0
1906,bhaijaan im eagerly waiting,1,1,0
1907,salman sir plz replymy cmnt my dream wil cm true plz reply with my name,1,1,0
1908,bhai aap ke liye kitna bhi wait krna pade karenge,1,0,0
1909,bhai jan jldi jkdi,1,0,0
1910,bhai hame bhi naraj na kariyo,1,0,0
1911, ka bola tha yar pelwan aapne,1,1,0
1912,hii bhaijaanab intjaar ni ho rha hapse baat karni h,1,0,0
1913,intezar kab tak hum karenge bhla,1,1,0
1914, baj gye haiiiiiii,1,1,0
1915,salman bhai mai aapka bahut bada fan hu aapke sath filmo me kam karna chahte hai,1,0,0
1916,bhai aap se bat kab hogi,1,1,0
1917,bhai firki to nahi le rahe ho  baje mat kehna  baje please,1,0,0
1918,okk bhai jaan,1,1,0
1919,salman bhai shadi kab karoge,1,0,0
1920,kaha hai aap bhai#salman#juma mubarak ho,1,1,0
1921,abe tm log jyada chapad chapd kroge to bhai jaan chale jyenge bola n sb chup chap bhaitho ekdm shanti shanti shanti aankh bnd kr k no type any commnt sirf bhai ka dhyan lgao,1,1,0
1922,salman sir plz  pm kar dou plz  pm mein nai baat kar saku gi aapse plz sir plz,1,1,0
1923,neha sapne achche h magr yad rahe sapne such ni hotey,1,0,0
1924,arey yrr jaldi kro wait kr kr ke dimag ka dahi ho gya,1,0,0
1925,hum bajrang bali k bhakt h mar jayenge lekin jhut nahi bolenge,1,1,0
1926,bje to m gf ke sath ghumne jaunga m baat ni kr paunga,1,1,0
1927,aapko late aane ki aadat hai me janta hun baje bhi sayad start nahi hoga,1,1,0
1928,hiii salman bhai me aapka bohot bada fan hu aap mujhse bhi baat karenge kya plz,1,1,0
1929,hahahafeeling osmmmm,1,1,0
1930,sallu bhaijaan ko salam,1,1,0
1931,jai ho bhai,1,1,0
1932, toe hogaya na sir,1,0,0
1933,send naaa plzzzz,1,1,0
1934, mints  lub u bhai jaan ,1,0,0
1935,muje call karo bhai jan,1,0,0
1936,aaj ki party fb pe salman bhaijaan ki tarf se,1,1,0
1937,pleaseeee cevap dena bhai,1,1,0
1938,me aapka bhot bhot bhot bd fan hun,1,1,0
1939,kab kitna karaogewait,1,0,0
1940,keh do tumhe ya chup rahu,1,0,0
1941, mins leftwaiting bhai,1,1,0
1942,awoo kare baat salman ke sath,1,1,0
1943,abe tm log nhi manoge tikhi mirchi wala nasta kraunga sb ko tbhi theek hogetb salman salman nhi pani pani chillana smjhe,1,0,0
1944,ilove u salman sir plz hum se chat karo,1,1,0
1945, mnt or,1,0,0
1946,subki aan subki shaan hai apna bhaijaan,1,0,0
1947,bhaijaan kaha ho,1,1,0
1948,yeh  min toh khatam hi nhi hote aap kaha ho jaldi aa jao,1,1,0
1949, now,1,0,0
1950,bhai tho meeting nahi cancel kartha agar committment de deha,1,1,0
1951,bhai  bje page par hi bt kroge inbox me bt krni hai mjhe to bt bht personal hai,1,0,0
1952, miniute ago waiting indias super star salman khan,1,1,0
1953, min bhai,1,0,0
1954,aray bahi aao ooo na ,1,1,0
1955,kha ho aap shona cant wait  ,1,1,0
1956, mnt or,1,0,0
1957,hiii ab to  baj gye,1,0,0
1958,hum apni new movie bajrangi bhaijaan ki dil se dou krte hai ki vo is sal ki kuvh shandar movies me samil ho bhaijaan,1,1,0
1959,hlo sir hm sb aapka wait kr rhe h,1,1,0
1960,plzz slaman jrur aana onlin or plzz jrur baat krna apne fans se plzzzplzzzz,1,1,0
1961,assalam walekum bhaijaan,1,1,0
1962,min bs bhaiii,1,1,0
1963,help me bhai plzz helpme,1,0,0
1964,sachi salman hm to din se wait me hai ki apse baat kar pay,1,1,0
1965,bhai  mint rhegaye,1,1,0
1966,ajao vaai party karte hai tm or hum fans lok,1,1,0
1967,mnt leftyhoooooooosalllluuuu,1,1,0
1968,suno sab chup jo jao bhai aane bala hai,1,0,0
1969,plz salman sir,1,0,0
1970,bhai  mint,1,1,0
1971,ajee sunte hoab aaaaa bhi jaooooooooooooooo  ,1,1,0
1972,bhar do jholi meri salman bhai,1,1,0
1973,bhai sahab aayenge,1,0,0
1974,sallu aj m bt kiay bgair nh jany wala,1,1,0
1975,howz it possibleee and ksee bhai jan,1,0,0
1976,bhai kia karne arahe ho,1,1,0
1977,bhai ko mera salam,1,1,0
1978,ok ap chahe pm pe aana par online hona,1,0,0
1979,ekbar meri dream koh sach kardona bhaii,1,0,0
1980,friend yahan internet bahat slow  hai  sorry,1,1,0
1981,sab se bada my hun salman khan ka deewana,1,1,0
1982,kya aap bengali language bol sakte ho,1,0,0
1983,hey bajrangbali bas aaj ek reply mil jaye,1,1,0
1984,sir mai sab me se eak alag salg fan hu maine suna apka apharan huwa,1,1,0
1985,sallu bhai plz ab toh a o jani,1,1,0
1986,bhai plz plz jaldi aao,1,0,0
1987,hi salman bhai i am sameer thandi hawa ka jhokha,1,1,0
1988,bhai jaan  plz ek bar mera name typ kr k hiii bol do plzzzzz bhai,1,1,0
1989,aaj meri admission thi but bed nahi mila isliye admission ho nahi payi isliye main yaha chali ayi      ,1,1,0
1990,bhai aa jao,1,0,0
1991,sallu agia fb pe,1,0,0
1992, ohhh cant wait  ,1,1,1
1993,salman ji   aap ko haleem pasand hai,1,1,0
1994,muj ko ap sab ke dowa chahiye fans,1,0,0
1995,bhai jaan kidhar ho aap,1,0,0
1996,my heart is beating for uhr ek pl ke liye hum aur hamari family aapke liye dua krti hduniya kuch bhi khe hme kbhi koi fark nhi padhtaaap aur aapki family hamesha khush rhe aise hum log dua krte h,1,1,0
1997,bhai  minute,1,1,0
1998,bhai sabko reply kaise karoge,1,0,0
1999,aa jao naplzzz,1,1,0
2000,hiiiiam ur big fani wnt ur photograph wid ur autographmera qustn apse h ki apki khubsurti ka raj kya h,1,0,0
2001,baat khtm krni hai ya khani suru soch lo v,1,1,0
2002,suru kar do yaar,1,0,0
2003,sir  mints left,1,1,0
2004, pm bje krenge direct bt mere saat,1,1,0
2005,hiii sallu bhai i m ur biggggest fankya aap bataege ki aapne acting konse acting skool me sikhiplsss bhai tell me,1,0,0
2006,bhai hm log wait kar rae h,1,1,0
2007,sir life me ek baar apko milna he aapko milna he,1,1,0
2008,aap ko letter b likhy hain shayd ap tk puhnch jaye,1,0,0
2009,meri dua aapke sath he,0,1,0
2010,kaha hoaap salman,1,1,0
2011,bhai aap mahan ho,0,1,0
2012,intzar ho gye mere salmaan sir ki aae na kuch khabr sir ji aapki,1,1,0
2013,advance eid mubarak salman bhai,1,0,0
2014,bhai  baj gaya bhai kaha ho bhai please reply karo na bhai,1,1,0
2015, bj gye bhai aa jao ab,1,0,0
2016,bhai  to bj gaye kaha ho aap assalamu aly kum namste sastrikal adab,1,1,0
2017,aaj ki party bhaijaan ki tarf se fb par,1,1,0
2018,bhai apke is blockbuster movie bajrangi bhaijaan ke bare me kuch gadhe na jane kya kya bakbas kr rahe hai aur ahmedabad me to movie ki release pr ban lagane ke liye appeal bhi ki hai ap kya kahoge bhai,1,0,1
2019,vai may bangladesh se hu may chatahu app ek bar ki lia bangladesh me jorrur aenge,1,1,0
2020,ok sallu mint letest,1,1,0
2021,are kaise pata chalega ke online ho,1,1,0
2022,sir jodhpur se hu bs wait kruga apka airport pe fir se milna kuch dena bhi j,1,0,0
2023,plz tell me bhau salu miya ji,1,1,0
2024,sbka nhi maloom meri hr dua aapke liye h,0,1,0
2025,salamin alaykum salman khan jumma bubarakho how are you,1,0,0
2026, bjne hi wali hai,1,1,0
2027,salman bhai ap vadio chat kro gy,1,0,0
2028,bas ek mnt hai,1,1,0
2029,hiiii how r u aap ye btaye ki aap lucknow kyu nhi ate hai n agar ayeto mjhe plzzz inform kareplzz,1,0,0
2030,kya baat kiya be shashi,1,1,0
2031,bas  min aur,1,1,0
2032,mujhe kaise pata chega ki aap aa gaye hai,1,0,0
2033,slman plzz m apse milna chahti huapko ek bar dekhna chahti hum apki bot bdi fan hu dil sereaallyy i like ui like ur natur,1,1,0
2034,bahi  baj gaye praty abhi baki hai,1,1,0
2035, min bhaai,1,0,0
2036,sirf ek selfie lene hai aap ke sath,1,1,0
2037,lambi line hai aapke chahnewalo kiunme hum shyad apko dikhe bhi na  ,1,1,0
2038,aa jao bhaijaan,1,1,0
2039,bhai aao ab,1,0,0
2040,aap bhi bohot handsome lag rahe the aur baachhi bhi bohot cute thi charming song mazza aa gayi thi      ,1,1,0
2041,helo salmansir,1,0,0
2042,bajrangi bhaijaan st day st show jaumga main,0,1,0
2043,bhai kha ho,1,0,0
2044,kaha reh gye,1,0,0
2045,kaise ho bhaijan eagerly waiting for th,1,0,0
2046,aa gaya bhai,1,1,0
2047,bhai  bajgaye yr ek baar plz,1,0,0
2048, baj gaye par baat abhi baaki h,1,1,0
2049,haa bhai pls come in vrns,1,1,0
2050,plz aayeye sir jhuth bole to smjh lena aap ek meri jitni achi fan gwa doge aap sir,1,1,0
2051,sal me kam se kum  movie kiya kro salman bhai,1,1,0
2052,hlw salman sir,1,1,0
2053,ase baat karoge aap comments pr,1,0,0
2054,vai mai dur se baaat kar raha hu  ,1,1,0
2055,salman mughe aapki ek bat sabse acchi lgi,0,1,0
2056,baat kaise hogi itne sare log to baat krna chahte hai,1,1,0
2057,please help me mein fb page par chat kese karu salman bhai ke sath,1,1,0
2058,bhai kese hum ap se bat karsakeing salman khan,1,1,0
2059,assalaam o alaikum bhai,1,1,0
2060, baj gaye ana abhi bhi baki h,1,0,0
2061,apna bhai sallu bhai d everlasting men  ,0,1,0
2062, baj gai leken sallu abhi anna bake hai,1,1,0
2063,bhai jaldi ao,1,0,0
2064,its o clock,1,0,0
2065,salmaaannnn pls baat karo,1,1,0
2066,bhai plz aao jaldi,1,0,0
2067,bhai ap boht ache hn allah ap khush rkhe,0,0,0
2068,min jyada hogya bhai aao na,1,0,0
2069,salman bhai jai ho blessings to bajrangi bhaijann ,1,0,0
2070, pm ho gye bhai,1,1,0
2071, baj chuke h bhaaijaaan,1,0,0
2072,ok ab mai ja rhi hu byeejhuth bolw kauwa kaatw kaale kauwe sw aap dariyo salmaan sir,1,1,0
2073, baj gaye bhaijan bhaijan ji  ,1,1,0
2074, bjh gaye sir,1,1,0
2075,bj gye ab aja mere yar,1,1,0
2076, bhj gye lekin salman bhai kider hai,1,1,0
2077,kidar ho bhai,1,0,0
2078,salman  bja gye,1,1,0
2079,bhai kidr ry ly tu,1,1,0
2080,aap apni selfie le k prfl pic pe set karo kyuki salman khan name k kafi id h,1,0,0
2081,jaldi ajaw bhai namaz mey jana hey,1,1,0
2082,hello bhai ji,1,1,0
2083,bhai aa bhi jao ab time ho gya,1,1,0
2084,dekho  baj gaye phir bhi aana tera baki hai,1,1,0
2085, baj gae jhute,1,0,0
2086,pm ho gye,1,1,0
2087,kaha hooo vai ajao or intezar nehi hota,1,1,1
2088, baj gaye lekin party abhi baki h,1,0,0
2089,plz rply sir,1,0,0
2090,kaha ho bhai,1,0,0
2091, bje gae lekin bhaijan ka abhi ana baaki h,1,1,0
2092,bewkoof bana rha hai koi salman itna free nhi hai jo chat krne baithey fake account hai yeh,1,1,0
2093,bhaijaan kaha he aap,1,1,0
2094,plss suno na,1,1,0
2095,sir  baj gaye aao na plz,1,1,0
2096,bhai mein apka buhat bra fan hon pakistan sindh karachii,1,0,0
2097,india me to  baj gye agar aap london betha h to pta nhi,1,1,0
2098,bhai life mera sirf ek hiii khawb hai apke sath ek selfieee bhai,0,0,0
2099,hello salman bhai,1,1,0
2100,bhai dhakka na den,1,0,0
2101,kamaal karte ho pandey ji whr r u,1,1,0
2102,bhai bt nhii krne thii too mna kr dtee mere phn ki bttry bhi low hooo gyee  ,1,1,0
2103,bhaiiiiiii kaha ho,1,1,0
2104,sar aap chaho to yek bar hum she bat kare,1,1,0
2105,sare logo se ke hogi bat,1,1,0
2106, baj gye hai lekinbhai abhi tak aaye nhi,1,1,0
2107,bhai ne fool bna diya sabko hahahhah,1,1,0
2108,hlp me bhai plzz help me,1,0,0
2109,nai ata kamina salman khan sabko pagal banara lolz,1,1,0
2110,baj gya char,1,0,0
2111,hiii salman i form mardin we are love you bolly fans turkey love you love you come in turkey come in istanbul muahhh you we salman bhaiiiii i love you muah  you are films likeeee my favorite films chori chori chupke chupke ,1,1,0
2112,yr salu bhai jaldi idhr pk m loadshafing hojaegi d,1,1,0
2113,bhai kha hai aap,1,1,0
2114,avi aap ajaona plz,1,0,0
2115,bhai n nend a rahi hai bhut tez ki,1,1,0
2116,kab aaoge aap,1,0,0
2117,bhai kha ho,1,0,0
2118,bhaipost plz,1,0,0
2119,bajrang bali ki jai,0,1,0
2120,salman ji wakai aap h ki koi fraud bnata h humlogo ko  bj gae h,0,1,0
2121,bhai  baj gaye kahan ho aap,1,1,0
2122,salman bhai aap humse kaise baat karonge bhai,1,0,0
2123,bhaijaan mamo ya na mano main apka sabe bara fan apke lia sachme jaan vi hazir hai,1,0,0
2124,bhaiyya pls baat kijiyega dil mat todiyega,1,1,0
2125, baj gaye lekin party abhi baki hai,1,1,0
2126,its pm sir,1,1,0
2127,kya bhaijaan frank kar rahe ho jaldi aao,1,1,0
2128,salman bhaimri bf mjhse jada apko pyar karti hor islie mjhe usse bht pyar h kyunki wo mjhse jada apko pyar karti h,0,1,0
2129,sallu bhaijanpls aa jo ab,1,0,0
2130,bhajrangi bhaijan official page me jao baat karne k liye,1,0,0
2131,bhai rolaoge kya aa v jao,1,0,0
2132,bhai aaj ki party ye song film dikao na please,1,1,0
2133,ek baar mene jo commitment ki to fir me apne aap ki bhi nhi sunta   ,1,0,0
2134,tym kbka ho gyawhr r u,1,0,0
2135,bhai apka being humen trust kesa chal rha he,1,0,0
2136,bhai  bar rply chahiye aapka kha ho sir,1,1,0
2137,abhi nai bhai,1,0,0
2138,apja ek vi film miss nehi karta  kisaka film k lia theatre jau ya na jau  bar min apka film thetre mein dekhne zarur jataa hun dosto ko leke,1,1,0
2139,bhai aagya bhai aagya,1,0,0
2140,aaray yaar koi toh bolo sab comment kar re khali kispe baat karinge bhi,1,1,0
2141,tym ho gya pm ho gaye where ru,1,1,0
2142,sallu bhaijaan aapko #bajrangibhaijaan film se kaunsa gaana sabse zada pasand hai ,1,1,0
2143, baj gaye bhai aab too aao naa plez,1,1,0
2144,salman sir plz bat kijiye na hum sb se plz plz,1,1,0
2145,bajrangi bhai jan kis type ki picture hai log halla kyo macha rahe hai,1,1,0
2146,salman bhai kaha hai,1,1,0
2147,kya bath hai mere dost kay apmere sath film karoge,1,1,0
2148,kamal krte ho yar pandey ji  baj gye or aap abi tk nahi aaye,1,0,0
2149,love u vaijaan  always aapki intezar main rahtahu  aapki ek zalak or aapki movie ka intajer main rahtahuallah aapko khush rakhe or salamaat rakhe esi dua kartahuameen,0,1,0
2150,pm salman kha ho,1,1,0
2151,sr ji  mnt xtra lay liab itne dr apko jyada baat krnipdegi ,1,0,0
2152,salman time pura hogya ajao na fb pe,1,1,0
2153,itz pm,1,0,0
2154,pls bhai kuch btao bb ke bare me,1,0,0
2155,bhai sab ko pagal samjha h kha ho,1,0,0
2156,are maska kyu mar rhe sallu bhai rply dedo,1,1,0
2157,puri duniya se ziyada apko like karta hon,0,1,0
2158,hello koi hai ,1,1,0
2159,ind k  bje ya pk k  bje   ,1,0,0
2160,ur fav footballer ,1,1,0
2161,bhai apni dusri site pe busy hai shayad lekin yaha aayenge jarur,1,1,0
2162,hello bade bhaijaan,1,1,0
2163,sallu bhai so gyee kyaaa,1,1,0
2164,abe ye koyi salman ki real prf thodi hai,1,1,0
2165,beingsalmankhan kaa haa ho yrr aaiieytoh sahi  ,1,1,0
2166,baj gy but party abhiii bakiii haivo bhi saallllluuuu miya bhaijaaan ki,1,1,0
2167, rply sir plzz,1,1,0
2168,chalo shuru karte ha bhai,1,0,0
2169,kaha ho tum,1,1,0
2170,kitna tym aurrrrr ji,1,0,0
2171,sir  baj gaye,1,1,0
2172,sallu bhai mera tharafse ramzan mubarak ho,1,1,0
2173,bhaijan kahan ho,1,0,0
2174,sirrkhan hogoli toh ni de re,1,0,0
2175,kaha par hai,1,1,0
2176,its  pm,1,0,0
2177,kya karte ho salman yr,1,1,0
2178,bhai roze se hu jaldi aa hao     ,1,1,0
2179,bhai profile pic mxt hai change mat krna,1,0,0
